codigo_produto,produto,secao,custo_atual,preco_atual,ncm
9154,PROTETOR DE COLCHAO CASAL JOLITEX/NIAZITEX,PROTETOR DE COLCHAO,53.23,120.00,94049000
9121,COBRE LEITO KING 03 PÇS MILANO KACYUMARA,COBRE LEITO,465.37,975.00,63041910
5372,JOGO DE CAMA QUEEN 04 PÇS 400 FIOS NOBLE/DOLCE/MOZART  MARKE,JOGO DE CAMA,493.11,1188.00,63023100
7559,PORTA RETRATO EM MDF COM RATTAN 20X25 MART,DIVERSOS,81.29,177.00,44140000
4072,JOGO DE CAMA QUEEN 4PCS MURANO/DORATA 300 FIOS TRUSSARDI,JOGO DE CAMA,12.56,957.00,33030010
4751,PERFUME ALIEN THUERRY MUGLER 30ML,PERFUME FEMININO,235.34,479.00,33030020
8579,JOGO DE CAMA QUEEN 04 PÇS 300 FIOS BELLAGIO KACYUMARA,JOGO DE CAMA,412.33,885.00,63022100
8603,CAMINHO DE MESA COLORATTA COPA&CIA,DIVERSOS,55.70,129.00,63025100
9182,JOGO DE CAMA CASAL PROMOCIONAL 04 PÇS VIDA BELA KACYUMARA,JOGO DE CAMA,0.00,389.00,63039000
8242,TOALHA BANHAO LUMIERE AIR 1.00/1.80 LUXUS BUDDEMEYER,TOALHAS AVULSA,84.00,186.00,63026000
9209,MANTA P/ ESTOFADO 1.20/1.80 ESCAMA ARTESANATO MINEIRO,MANTA,42.00,90.00,63039000
9206,ALMOFADA VELUDO ESTAMPADA 0.45/0.45 DECORTEXTIL,ALMOFADA,39.90,87.00,94049000
9196,SUPORTE P/TALHERES/UTENSILIOS FUTURE,DIVERSOS,64.24,129.00,73239900
8953,TOALHA PRAIA 1.00/1.80 LUXUS BUDDEMEYER,TOALHAS AVULSA,79.80,180.00,63026000
8872,ESPATULA RETA DE SILICONE OU,DIVERSOS,23.12,48.00,39241000
8795,PERFUME CHOLOE NATURALLE 100 ML,PERFUME FEMININO,402.22,809.00,33030010
2140,GARRAFA SQUEEZE P/ AGUA C/ CARTELA DE ADESIVOS 2LT LYOR,DIVERSOS,15.30,35.00,39241000
9197,ORGANIZADOR RETANGULAR COMPONIVEL 32 CM FUTURE,DIVERSOS,33.82,69.00,94039900
8450,PILLOW TOP KING PLUMA TOUCH ARTELASSE,PROTETOR DE COLCHAO,666.18,1429.00,94049000
9124,EDREDON KING MILANO KACYUMARA,EDREDON,376.12,795.00,94049000
9126,JOGO DE CAMA QUEEN 04 PÇS MILANO KACYUMARA,JOGO DE CAMA,360.87,759.00,63022100
8237,COBRE LEITO QUEEN 03 PÇS JUNO/FIORI LUXUS BUDDEMEYER,COBRE LEITO,569.10,1257.00,94044000
9310,PISO ATOALHADO GOLDEN PROFLINE  TEKA,PISO ATOALHADO,11.00,24.00,63039000
9152,SAIA BOX KING SQUARE KACYUMARA,SAIA PARA COLCHAO,153.42,324.00,63049300
8111,JOGO KING BALI DUVET 400 F 3 PÇS LINHA K KACYUMARA,EDREDON,611.36,1283.00,63023200
9021,PRATO P/QUEIJO DE AÇO INOX C/TAMPA DE PLASTICO PRIME 23X10 C,DIVERSOS,22.03,54.00,73239300
8412,PROTETOR DE COLCHAO KING PILLOW TOP BUDDEMEYER,PROTETOR DE COLCHAO,600.06,1390.00,94049000
3133,JOGO DE CAMA QUEEN 04 PÇS 400 FIOS FANCY/DUBAI MARKEN FASSI,JOGO DE CAMA,559.00,1175.00,63023100
8109,JOGO QUEEN BALI DUVET 400 F 3 PÇS LINHA K KACYUMARA,JOGO DE CAMA,553.47,1159.00,63023200
9755,COBERTOR SOLTEIRO 1.50/2.00 HOME DESIGN LUSTER CORTTEX,COBERTOR,23.00,54.00,63014000
766,TOALHA BANHAO 0.80/1.50 CHEVRON/LISBOA FATEX/CORTTEX,TOALHAS AVULSA,24.00,57.00,63026000
8942,PIJAMA PROMOCIONAL KIDS FEM/MASC  CALÇA M/C SONHART,PIJAMAS,84.00,119.00,44209000
8432,PRATO FUNDO ALLEANZA,DIVERSOS,13.87,33.00,69120000
9045,"PRATO P/SOBREMESA DE PORCELANA BLUE/PINK GARDEN 19,5 CM LYOR",DIVERSOS,5.19,12.00,69111090
2271,EDREDON QUEEN HELENA/SOPHIE ANDREZA,EDREDON,341.60,750.00,94049000
246,PACOTE PANO PRATO VENESA C/06 UNIDADES,PANO DE PRATO,9.68,24.00,63021000
8925,SABONETEIRA BELLY OU,DIVERSOS,5.56,12.00,39241000
8593,JOGO AMERICANO LANA COPA&CIA,DIVERSOS,10.01,24.00,48189090
8592,ARGOLA DE GUARDANAPO 04 PÇS CHRISTMAS COPA&CIA,DIVERSOS,13.71,30.00,44199000
5813,TOALHA BANHO MEDIO KARSTEN/PINHEIRO,TOALHAS AVULSA,28.00,66.00,63026000
5381,COBRE LEITO QUEEN 03 PÇS 400 FIOS BORD. NOBLE MARKEN FASSI,COBRE LEITO,616.55,1263.00,63023100
5385,COBRE LEITO CASAL 03 PÇS 300  FIOS BORD. GRECO MARKEN FASSI,COBRE LEITO,425.17,1132.00,63023100
9156,PROTETOR DE COLCHAO KING JOLITEX/NIAZITEC,PROTETOR DE COLCHAO,72.89,165.00,94049000
8882,LIXEIRA DE PEDAL TRIUM 20 L DUPLO OU,DIVERSOS,66.96,156.00,39249000
9185,"ORGANIZADOR CLEAR FRESH COM CESTO 2,2 LITROS NATURAL OU",DIVERSOS,26.47,59.00,392490000
8803,CANECA VIDRO BOROSSILICATA RESISTENTE CALOR LOVE 125 ML LYOR,DIVERSOS,6.12,15.00,70134900
8168,PORTA CONDIMENTOS METALLA 1.300 ML YOI,DIVERSOS,35.97,82.00,73239900
8169,PORTA CONDIMENTOS METALLA 1.750 ML YOI,DIVERSOS,42.37,96.00,73239900
8485,CORTINA RUSTICA 3.00/1.70 SEVILHA/LYON BELLA JANELA,CORTINA,57.51,138.00,63039200
7373,JOGO DE CAMA CASAL 04 PÇS 200 FIOS TULIP MARKEN FASSI,JOGO DE CAMA,332.16,663.00,63023100
6786,APARADOR DE LIVROS EM POLIRESINA,DIVERSOS,107.89,215.00,39264000
8973,TAPETE POPSTAR 0.45/0.65 KACYUMARA,TAPETE,42.28,96.00,42050000
8469,CONJUNTO 3 CANECAS 240 ML DE VIDRO SODO-CALCICO BARRISTA,DIVERSOS,9.18,22.50,70134900
8995,PEGADOR MULTIUSO GUSTO OU,DIVERSOS,4.69,12.00,39241000
4215,COBRE LEITO KING 03 PCS 300 FIOS BORD. BY THE BED,COBRE LEITO,249.00,895.00,63014000
1333,TRAVESSEIRO ERGOSOTF 0.50X0.7 CAMESA,DIVERSOS,24.52,66.00,63023200
5269,CENTRO DE MESA 0.85/0.85 LINHO BORDADO ANDREZA,TOALHA DE MESA,35.84,84.00,63025300
8684,ESCULTURA EM POLIRRESINA REF 13269/13268 MART,DIVERSOS,85.41,225.00,39264000
8565,BOWL DE CRISTAL DE CHUMBO MARTELADO C/BORDA 9X5 CM WOLFF,DIVERSOS,12.55,30.00,70134100
8971,ESCULTURA PESSOA EM CERAMICA REF 15744 MART,DIVERSOS,42.66,98.00,69139000
8185,"CENTRO DE MESA DE VIDRO TIPO MURANO 11,5X11.5X20 JOLITEX",DIVERSOS,88.77,210.00,70139900
8184,CENTRO DE MESA DE VIDRO TIPO MURANO 19X19X24 JOLITEX,DIVERSOS,127.81,297.00,70139900
8970,ESCULTURA PESSOA EM CERAMICA REF 15745 MART,DIVERSOS,46.94,114.00,69139000
9145,VASO DE VIDRO MURRINES 15X15X30 JOLITEX,DIVERSOS,162.53,375.00,70139900
9220,ORGANIZADOR DE CANTO COMPONIVEL FUTURE,DIVERSOS,31.96,69.00,94039900
5654,PERFUME PRADA CANDY LEAU FEM 80ML,PERFUME FEMININO,313.75,649.00,33030020
2355,COBRE LEITO QUEEN 03 PÇS 400 FIOS BORD.NATURALE MARKEN FASSI,COBRE LEITO,376.61,732.00,63023100
5528,JOGO DE CAMA SOLTEIRO 03 PÇS 200 FIOS BORD. SUNSET MARKEN FA,JOGO DE CAMA,166.89,357.00,63023100
4853,KIT 212 VIP MEN E VIP BLACK BODY LOTION 100ML SG 100ML CAROL,PERFUME MASCULINO,268.85,556.00,33030020
8190,COLAR EM MADEIRA 15131 MART,DIVERSOS,38.17,84.00,44201900
8238,COBRE LEITO KING 03 PÇS JUNO/FIORI LUXUS BUDDEMEYER,COBRE LEITO,612.15,1347.00,94044000
8525,JOGO DE CAMA 04 PÇS KING IN PERCALLE ROZAC,JOGO DE CAMA,84.69,198.00,63022200
448,COBRE LEITO QUEEN 03 PCS 300 FIOS BY THE BED/PINHEIRO,COBRE LEITO,260.00,690.00,63014000
8120,COBRE LEITO PALAZZI CASAL 3 PÇS TRUSSARDI,COBRE LEITO,554.68,1163.00,94049000
7783,PRATO SOBREMESA CERAMICA HEART LYOR,DIVERSOS,6.27,15.00,69120000
8917,TAPETE TRIUM OU,DIVERSOS,16.19,39.00,39249000
8864,DISPENSER PREMIUM TRIUM 500 ML OU,DIVERSOS,16.91,39.00,39249000
2906,CUECA ADULTO BOXER/CALCINHA ADULTO TRADICIONAL FEMININA SONH,CONFECCOES,25.90,48.00,61071200
8530,REDE LANCA 410X1.60M CASA LEOPOLDO,DIVERSOS,404.00,889.00,56089000
9195,POINSETIA VELUDO BORDA LANTEJOULA 25 CM NATALE,DIVERSOS,8.48,18.00,67021000
9194,HASTE NATALINA COM BERRY 28 CM NATALE,DIVERSOS,7.74,16.50,67021000
9218,COBRE LEITO KING 03 PÇS PLAZA LAVIVA,COBRE LEITO,211.54,447.00,63041990
7423,TAPETE ESPLENDOR 2.50/3.00 EDANTEX,TAPETE,978.75,2268.00,57024200
9207,ALMOFADA NATAL BORDADA 0.45/0.45 DECORTEXTIL,ALMOFADA,69.90,156.00,94049000
7686,TAPETE SISAL BELGA 2.50/3.50 TAPECOURO,TAPETE,1995.00,4398.00,43023000
8680,ESCULTURA PASSARO REF 14871/15879/13907 EM POLIRESINA MART,DIVERSOS,64.04,165.00,39264000
8694,ESCULTURA PASSARO REF 15918/15878/13905 EM POLIRESINA MART,DIVERSOS,59.76,156.00,39264000
8490,PORTA PAO DE BAMBU NATURAL JOLITEX,DIVERSOS,113.52,258.00,44191900
8982,PERFUME GIVENCHY L`INTERDIT ROUGE 50 ML,PERFUME FEMININO,312.24,625.00,33030010
471,COLCHA CASAL PROMOCAO,COLCHA,52.22,99.00,\N
7709,"MOLHEIRA CRISTAL DE CHUMBO CORAÇAO 15,5X6X8 CM REF 1746 LYOR",DIVERSOS,09.03,21.00,70134100
8887,"LIXEIRA TRIUM 4,7- ECO OU",DIVERSOS,29.39,66.00,39249000
9117,JOGO DE CAMA CASAL 04 PÇS LISBOA KACYUMARA,JOGO DE CAMA,338.47,714.00,63022100
5000,COBRE LEITO QUEEN 03 PÇS 400 FIOS BORD.ROMA MARKEN FASS,COBRE LEITO,442.06,982.00,63023100
7996,EDREDON KING PERCAL 150 FIOS KARSTEN,EDREDON,239.95,480.00,94049000
8945,ROUPAO PROCIONAL KIDS SONHART,PIJAMAS,0.00,118.00,61089900
8322,CANECA CERAMICA LOVE 350ML,DIVERSOS,11.73,27.00,69120000
1114,JOGO DE CAMA KING 04PCS MALHA ALTENBURG,JOGO DE CAMA,100.76,192.00,\N
9012,CJ 6 COLHERES P/SOBREMESA DE ACO INOX DOURADO 12 CM LYOR,DIVERSOS,17.90,42.00,82159100
8513,CAPA ALMOFADA LINATE 0.50/0.50 KACYUMARA,CAPA,47.93,98.00,63022200
9147,KIT BANHEIRO BLISS JOLITEX,DIVERSOS,54.55,138.00,69119000
8663,ENFEITE LEOES/FLAMINGOS TAIMES,DIVERSOS,116.08,267.00,39264000
7513,ESCULTURA PANTERA COM BASE EM POLIRESINA MART,DIVERSOS,213.66,519.00,39264000
9144,VASO DE VIDRO MURRINES 17X17X40 JOLITEX,DIVERSOS,202.51,510.00,70139900
8495,VASO FLOWERS 41 CM JOLITEX,DIVERSOS,254.39,567.00,44209000
8494,VASO FLOWERS 30 CM JOLITEX,DIVERSOS,161.05,354.00,44209000
8817,PORTA RETRATO EM MDF COM LINHO 20X25 MART,DIVERSOS,34.11,96.00,44149000
8609,JG 6 TAÇAS LICOR 50 ML BRANTA DAYHOME,DIVERSOS,57.59,144.00,70132200
6731,VASO CERAMICA GRANDE,DIVERSOS,62.91,129.00,69139000
9067,FIGURA DECORATIVA DE RESINA BONECA C/BALAO 61512/61513 MART,DIVERSOS,68.16,177.00,39264000
8695,ESCULTURA PASSARO/PANTERA 15919/15917 EM POLIRESINA MART,DIVERSOS,85.41,225.00,39264000
8792,ESCULTURA EM POLIRESINA REF 13270,DIVERSOS,42.66,109.00,39264000
8523,TELAS LINHO/VEL 0.90/0.70 DECORTEXTIL,ALMOFADA,239.90,498.00,63039000
8748,BANDEJA EM MDF COM REVESTIMENTO EM PU REF 15956/15959 MART,DIVERSOS,128.16,294.00,44201900
8764,ESCULTURA COELHO EM CERAMICA REF 15752/15750 MART,DIVERSOS,21.29,54.00,69139000
8765,ESCULTURA COELHO EM CERAMICA REF 15753/15751 MART,DIVERSOS,34.11,87.00,69139000
8576,FIGURA DECORATIVA DE RESINA WOLFF,DIVERSOS,58.14,147.00,39266400
6746,KIT LIVRO CAIXA 2 PÇS,DIVERSOS,98.91,199.00,44209000
6789,OURICO REF 12512/12513 EM METAL,DIVERSOS,103.39,219.00,83062100
7147,MINI BOWN 83 ML CORONA ARTISAN YOI,DIVERSOS,15.63,37.50,69111090
10215,TAPETE BAROLO/PROVENCE 3.00/4.00 BUCHARA,TAPETE,2362.80,5700.00,57024200
5281,JOGO DE CAMA QUEEN 03 PCS MALHA SOFEE KACYUMARA,JOGO DE CAMA,59.05,183.00,63021000
4699,"CORTINA 3,00/2.50 ESTER EM MALHA ADOMES",CORTINA,27.56,132.00,63031200
9011,CJ 6 FACAS/GARFOS/COLHERES REF 1312/1313/1314 LYOR,DIVERSOS,21.57,48.00,82159100
9217,COBRE LEITO QUEEN 03 PÇS PLAZA LAVIVA,COBRE LEITO,196.55,417.00,63041990
1452,JOGO DE CAMA CASAL 03 PCS MICROFIBRA BASIC ANDREZA,JOGO DE CAMA,14.33,42.00,63022100
7326,CACHEPOT COALA/PREGUIÇA/GUAXINIM REF 12171/12172/12173 MART,DIVERSOS,23.94,57.00,69139000
4636,PEL CACHORRO/URSO GIGANTE 240635A/B 0400251-70 FOFFY,PELUCIA,94.44,243.00,95030031
2981,CARRO DE PELUCIA TAMNAHO P CILINHO BORDADOS,DIVERSOS,3.54,21.00,95030031
8595,"GUARDANAPO CANNES 42,5X42,5 COPA&CIA",DIVERSOS,10.36,24.00,63025100
7009,CORTINA DUPLEX CHIFFON 3.00/1.70 BELLA JANELA,CORTINA,101.88,224.00,63039200
8580,JOGO DE CAMA KING 04 PÇS 300 FIOS BELLAGIO KACYUMARA,JOGO DE CAMA,437.25,939.00,63022100
7364,VASO EM VIDRO MEDIO REF 13671/16210 MART,DIVERSOS,80.91,186.00,70139900
8881,LIXEIRA DE PEDAL TRIUM 20 L OU,DIVERSOS,62.80,144.00,39249000
8445,PROTETOR DE COLCHAO CASAL MALHA MAISON BUDDEMEYER,PROTETOR DE COLCHAO,120.00,239.00,94049000
4254,TRAVESSEIRO ANTISTRESS 0.50/0.70 HEDRONS,TRAVESSEIROS,32.61,78.00,94049000
1630,TRAVESSEIRO MAQUINETADO SUPOR EXTRA FIRME 0.50/0.70 HEDRONS,TRAVESSEIROS,21.80,54.00,94049000
10101,TOALHA BANHO GIGANTE JACQUARD WAVE/TRENTO CORTTEX,TOALHAS AVULSA,26.00,63.00,63026000
7569,COBRE LEITO KING 03 PÇS FIERMONTE TRUSSARDI,COBRE LEITO,619.95,1269.00,94049000
9241,PROTETOR COLCHAO QUEEN IMPERMEAVEL ROZAC,PROTETOR DE COLCHAO,62.18,129.00,63022100
2638,PEL URSO/CACHORRO GIGANTE 80/90 CM 410912-80-FFOFFY,PELUCIA,118.72,330.00,95030031
9236,VARAO CORTINA 2 MTS 28 MM ALUMINIO BELLA ARTE,VARAO,38.57,84.00,76041021
9219,COBRE LEITO SUPER KING 03 PÇS PLAZA LAVIVA,COBRE LEITO,225.72,480.00,63041990
9128,FRONHA AVULSA 0.50/0.70 MILANO KACYUMARA,FRONHA,34.95,69.00,63022100
7890,EDREDON SOLTEIRO 02 PÇS DAMASK 300 FIOS BUDDEMEYER,DIVERSOS,267.74,567.00,94049000
9086,COBRE LEITO BREVILLE KING LUXUS BUDDEMEYER,COBRE LEITO,690.77,1520.00,63023100
9210,JOGO DE CAMA QUEEN DOTS LUXUS BUDDERMEYER,JOGO DE CAMA,663.13,1458.00,63023100
8451,"TAPETE ECLETIK REDONDO 1,90 M SAO CARLOS",TAPETE,500.43,1169.00,57033900
5174,TOALHA MESA 1.40/1.40 NATALINA 100 % ALG CELEBRATION KARSTEN,TOALHA DE MESA,17.90,39.00,63025100
9188,PRATO RASO CHRISTMAS/FATHER ALLEANZA,DIVERSOS,16.97,39.00,69120000
8289,PRATO DUPLO PORCELANA P/DOCES BUTTERFLY,DIVERSOS,42.46,102.00,69111090
9189,PRATO SOBREMESA CHRISTMAS/FATHER ALLEANZA,DIVERSOS,13.82,30.00,69120000
7888,COBRE LEITO KING 03 PÇS BUD VISION 300 FIO BUDDEMEYER,COBRE LEITO,419.99,879.00,94049000
494,LENCOL AVULSO QUEEN 2.40/2.60 PROFILINE HOTELARIA TEKA/PINHE,LENCOL AVULSO,40.00,89.00,63014000
8778,JOGO DE CAMA QUEEN MERIDIANA TRUSSARDI,JOGO DE CAMA,566.00,1245.00,6323100
8985,DIFUSOR VARETAS REQUINTE 250ML,PERFUME FEMININO,38.90,89.00,330749000
5176,TOALHA MESA 1.40/2.50 NATALINA 100 % ALG CELEBRATION KARSTEN,TOALHA DE MESA,28.08,60.00,63025100
8520,JOGO AMERICANO DECORTEXTIL,ALMOFADA,32.90,69.00,63039000
2390,CORTINA P/ COZINHA CLEAN OXFORD 1.45/2.00 ILHOS BELLA JANELA,CORTINA,34.94,78.00,63039200
7960,CAIXA ORGANIZADORA CUBE G COM TAMPA OU,DIVERSOS,51.78,121.00,39249000
8743,BANDEJA EM MDF COM RATTAN REF 15669 MART,DIVERSOS,25.56,57.00,44201900
9270,TAPETE ATHENAS BELGA 2.00/2.00 BUCHARA,TAPETE,276.00,675.00,57024200
702,JOGO DE CAMA KING 04PCS SPECIAL ALTENBURG,JOGO DE CAMA,93.48,177.00,\N
10350,CJ 2 PEÇAS P/ BANHEIRO DE CERAMICA STRIPES LYOR,DIVERSOS,20.58,48.00,69120000
10355,CAPA DE ALMOFADA LINATE/PIEMON 0.50/0.50 KACYUMARA,CAPA,0.00,99.00,94049000
9014,DESCANSO P/PANELA DE BAMBU 17X17 CM LYOR,DIVERSOS,4.36,12.00,44191900
8842,CESTO GRID COM TAMPA 8 L OU,DIVERSOS,24.41,54.00,39249000
8989,CESTO GRID COM TAMPA DE BAMBU 20 L OU,DIVERSOS,59.08,135.00,39249000
9131,JOGO AMERICANO AVA AVULSO COPA&CIA,DIVERSOS,11.27,24.00,63025300
9101,COBRE LEITO KING MAGNELLI TRUSSARDI,COBRE LEITO,1895.96,4170.00,94044000
9100,ALMOFADA MAGNELLI 30X40CM TRUSSADI,ALMOFADA,143.36,329.00,94049000
9098,FRONHA MAGNELLI 50X70CM TRUSSADI,FRONHA,162.23,375.00,63023100
8721,MANTA VILLA ANGELICA TRUSSARDI,MANTA TIPO COBERTOR,279.96,615.00,6301300010
8725,PESEIRA ROSELLA / DI LORETO TRUSSARDI,MANTA TIPO COBERTOR,301.85,664.00,6304920061
8713,ALMOFADA VILLA RAVINO/ARMENI 40CMX40CM TRUSSARDI,ALMOFADA,105.62,232.00,9404900010
8727,ALMOFADA ROSELLA / DI LORETO 30X50CM TRUSSARDI,ALMOFADA,98.08,216.00,94049000
9001,FRONHA CORALINO 50X70CM TRUSSARDI,FRONHA,116.94,257.00,63023100
9081,TOALHA LAVABO DOTS LUXUS BUDDEMEYER,TOALHAS AVULSA,33.60,74.00,6302600
8527,JOGO DE CAMA 04 PÇS CASAL IN PERCALLE ROZAC,JOGO DE CAMA,60.32,138.00,63022200
8823,PERFUME LACOSTE MALE BLANC EDP 100 ML,PERFUME MASCULINO,251.54,499.00,33030010
7649,COBRE LEITO CORDATI CASAL TRUSSARDI,COBRE LEITO,531.95,1090.00,94049000
9262,COBRE LEITO QUEEN MAGNELLI TRUSSARDI,COBRE LEITO,1471.25,3234.00,94044000
490,PERFUME LIBRE LE PARFUM 90 ML,PERFUME FEMININO,152.63,1029.00,33030010
9123,EDREDON QUEEN MILANO KACYUMARA,EDREDON,322.59,675.00,94049000
8418,TAPETE TUDOR 2.50/3.50 NIAZITEX,TAPETE,964.78,2364.00,57024200
8231,SABONETE PARA AS MAOS CHEF LEMONGRASS 500 ML ESPUMARIA,DIVERSOS,34.70,78.00,34012010
9074,FIGURA DECORATIVA DE RESINA BONECA C/BALOES 7X7X30 CM MART,DIVERSOS,60.89,159.00,39264000
4397,JOGO DE CAMA KING 04 PÇS HELENA/SOPHIE ANDREZA,JOGO DE CAMA,361.80,795.00,63023100
9034,CJ 6 GARFOS/COLHERES/FACAS P/MESA MOTLHER PEARL LYOR,DIVERSOS,15.53,36.00,82111000
9035,CJ 6 GARFOS/COLHERES/FACAS P/SOBREMESA MOTLHER PEARL LYOR,DIVERSOS,11.16,27.00,82111000
8807,CJ 6 TAÇAS VIDRO P/LICOR DIAMANTE 60 ML LYOR,DIVERSOS,19.35,45.00,70132800
9204,MANTA DE TRICO 1.20/1.50 XADREZ DECORTEXTIL,ALMOFADA,165.00,369.00,94049000
9202,ALMOFADA JACQUARD XADREZ 0.45/0.45 DECORTEXTIL,ALMOFADA,59.90,129.00,94049000
9295,CAMISOLA ABERTA MALHA MALWEE,PIJAMAS,52.46,116.00,61032200
7722,PODE VIDRO 510 ML BOROSSILICATO C/TAMPA ESFERA ROLHA LYOR,DIVERSOS,20.81,48.00,70134900
9292,CANECA VIDRO BOROSS. RESISTENTE A CALOR BUG 280 ML LYOR,DIVERSOS,7.34,18.00,70134900
7104,POTE CHAMPANHE EM VIDRO REF 09670/09671,DIVERSOS,21.29,49.00,70139900
8834,BOLEIRA FESTA 25 CM C/PE OU,DIVERSOS,34.18,78.00,39241000
9294,PIJAMA FEM.ABERTO /BERMUDA MALWEE,PIJAMAS,71.96,144.00,61042200
9290,POTE DE VIDRO COM TAMPA DE ROLHA 230 ML LYOR,DIVERSOS,7.80,18.00,70134900
9009,AÇUCAREIRO C/COLHER DE CRISTAL DE CHUMBO TRESS 210 ML LYOR,DIVERSOS,9.87,27.00,70134100
3807,COBRE LEITO KING 03 PCS 300 FIOS BY THE BED/PINHEIRO,COBRE LEITO,285.00,748.00,63014000
8941,SALEIRO TRIUM OU,DIVERSOS,12.03,28.18,39241000
9062,BANDEJA EM METAL COM ESPELHO G MART,DIVERSOS,97.62,228.00,73239900
7694,JOGO AMERICANO BOHO MOON YOI,DIVERSOS,24.15,48.00,46021900
9032,GARRAFA TERMICA DE PLASTICO RATTAN 1 L LYOR,DIVERSOS,47.35,120.00,96170010
7777,JOGO DE CAMA VITTORE 300 FIOS QUEEN TRUSSARDI,JOGO DE CAMA,500.00,1025.00,63022100
8587,GUARDANAPO CLASSIC LEMON/AUSTIN XADREZ COPA&CIA,DIVERSOS,15.57,36.00,63025100
9274,SUPORTE C/PORTA ESCOVA/CREME DENTAL FUTURE,DIVERSOS,57.23,129.00,39249000
8862,CESTA ORGANIZADORA G COM TAMPA OU,DIVERSOS,40.99,96.00,39249000
9251,ORGANIZADOR DE TAMPAS DE POTES FUTURE,DIVERSOS,39.52,84.00,94039900
2184,JOGO DE CAMA SOLTEIRO 03 PÇS 200 FIOS MICROTEC FATEX/CORTTEX,JOGO DE CAMA,56.35,84.00,63022200
9283,PAPELEIRA DUPLA P/CAIXA ACOPLADA FUTURE,DIVERSOS,19.57,45.00,73249000
8833,BOLEIRA FESTA 25 CM OU,DIVERSOS,28.10,66.00,39241000
9878,PAR DE FRONHA 0.50/0.70 LINHA K BORDADA KACYUMARA,FRONHA,103.77,228.00,63023100
8236,TAPETE ESPLENDOR 3.00/4.00 EDANTEX,TAPETE,1595.00,3597.00,57024200
8226,PILLOW TOP KING TOQUE DE PLUMA NIAZITEX,PROTETOR DE COLCHAO,196.18,435.00,94044000
9041,BOWL DE PORCELANA BLUE/PINK GARDEN 13X7 CM LYOR,DIVERSOS,5.36,12.00,69111090
8818,PORTA RETRATO EM METAL 20X25 REF 15789/15788 MART,DIVERSOS,55.49,138.00,83063000
8596,JOGO AMERICANO DENIM DARK COPA&CIA,DIVERSOS,13.16,30.00,63025300
8950,ALMOFADA LIMONE 0.45/0.45 TRUSSARDI,ALMOFADA,88.64,198.00,94049000
1325,CONJUNTO (BODY ML+CULOTE) CATHA,CONFECCÃO PARA BEBE,7.60,13.50,62092000
8869,ESCUMADEIRA GUSTO OU,DIVERSOS,7.55,18.00,39241000
9119,JOGO DE CAMA KING 04 PÇS LISBOA KACYUMARA,JOGO DE CAMA,411.77,864.00,63022100
3200,MANTA BEBE 0.80/1.10 MICROFIBRA ESTAMPADA SIMPLES JOLIT,MANTA PARA BEBE,20.00,39.00,\N
9151,SAIA BOX QUEEN SQUARE KACYUMARA,SAIA PARA COLCHAO,146.04,312.00,63049300
8560,GARRAFA TERMICA QUEEN 1 L WOLFF,DIVERSOS,53.63,135.00,96170010
8589,"CENTRO DE MESA ISTAMBUL COSTELA DE ADAO 21 X 18,5 CMCOPA & C",DIVERSOS,32.47,75.00,70139900
8773,MATA MOSCA,DIVERSOS,0.00,4.90,69139000
7440,COBRE LEITO KING 03 PÇS SIRMIONE TRUSSARDI,COBRE LEITO,371.95,819.00,94049000
8936,SALADEIRA WAVE 28 4 LTS OU,DIVERSOS,16.64,39.00,39241000
8928,"SALADEIRA LUNA 3,5 L OU",DIVERSOS,10.38,24.00,39241000
8927,"SALADEIRA LUNA 1,8 L OU",DIVERSOS,7.69,18.00,39241000
9028,CJ 6 GARFOS/FACAS/COLHERES P/MESA DE ACO INOX GASTRO LYOR,DIVERSOS,13.31,30.00,82159910
8460,POTE DE VIDRO 500 ML BOROSSILICATO LYOR,DIVERSOS,8.57,21.00,70134900
9044,CJ 3 REFRATARIOS DE PORCELANA NEW BONE C/TAMPA SIENA LYOR,DIVERSOS,34.04,84.00,69111010
9291,GARRAFA TERMICA DE AÇO INOX BULEET 500 ML LYOR,DIVERSOS,26.01,66.00,96170010
9078,COLCHA CASAL COTONE C/FRANJA BUDDEMEYER,COLCHA,168.00,359.00,63041910
9941,CJ 6 XICARAS P/CHA C/PIRES DE VIDRO LOTUS 185 ML LYOR,DIVERSOS,20.65,48.00,70134900
9624,"TAÇA CASABLANCA A 17,3 CM 320 ML DAYHOME",DIVERSOS,13.91,33.00,70132800
9023,PRATO RASO DE VIDRO OPALINO DIWALI 25 CM LYOR,DIVERSOS,11.86,27.00,70134900
8604,TOALHA VISITA PASSA FITAS KARSTEN,TOALHAS AVULSA,4.39,10.50,63026000
8848,POTE CLICK QUADRADO 500 ML OU,DIVERSOS,10.08,24.00,39241000
8830,AÇUCAREIRO BREAK OU,DIVERSOS,9.66,24.00,39241000
8210,MANTA TRANÇADA KING HABITAT,MANTA TIPO COBERTOR,93.02,198.00,60019200
9825,LIXEIRA BOLD 6 L OU,DIVERSOS,21.90,54.00,39249000
9761,COBERTOR CASAL LUGANO KACYUMARA,COBERTOR,116.28,269.00,63014000
9268,TAPETE ATHENAS BELGA 2.00/2.50 BUCHARA,TAPETE,345.00,840.00,57024200
9260,ADEGA P/6 GARRAFAS FUTURE,DIVERSOS,87.54,195.00,73239900
